,Unnamed: 0,Z1_ActualPosition,X1_OutputCurrent,M1_sequence_number,S1_ActualPosition,Y1_OutputCurrent,S1_OutputCurrent,M1_CURRENT_FEEDRATE,X1_DCBusVoltage,X1_OutputVoltage,clamp_pressure,Y1_DCBusVoltage,Y1_OutputVoltage
10060,525,28.5,326.0,70.0,-2020.0,325.0,321.0,6.0,0.0756,13.4,4.0,0.0201,4.11
10061,4610,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.02,1.07,2.5,0.0151,0.899
10062,2214,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
10063,12411,29.5,327.0,35.0,-2090.0,326.0,318.0,3.0,0.0871,8.73,3.0,0.0691,2.89
10064,14102,28.5,327.0,56.0,-413.0,326.0,318.0,3.0,0.0705,7.67,3.0,0.115,7.8
10065,10785,27.5,327.0,125.0,-449.0,325.0,319.0,3.0,0.0599,3.05,4.0,0.0916,10.1
10066,18656,28.7,327.0,67.0,662.0,326.0,321.0,3.0,0.0547,7.06,3.0,0.123,14.2
10067,6620,119.0,328.0,0.0,306.0,327.0,327.0,50.0,0.0202,1.55,4.0,0.0151,0.866
10068,3693,29.5,326.0,48.0,2020.0,325.0,319.0,6.0,0.0547,7.23,3.0,0.0622,14.0
10069,9561,55.7,327.0,0.0,-980.0,326.0,327.0,50.0,0.0561,3.75,4.0,0.0251,1.91
10070,22586,28.5,327.0,76.0,-444.0,326.0,323.0,3.0,0.0888,10.2,2.5,0.0796,4.69
10071,18742,28.7,327.0,76.0,1450.0,326.0,323.0,3.0,0.0845,10.7,3.0,0.0198,1.72
10072,4849,29.5,323.0,29.0,-1290.0,322.0,318.0,20.0,0.139,28.8,3.0,0.127,23.9
10073,24957,29.7,327.0,42.0,-1090.0,325.0,318.0,3.0,0.0651,2.18,2.5,0.151,11.4
10074,6496,29.7,325.0,38.0,187.0,324.0,317.0,6.0,0.101,10.7,4.0,0.057,12.4
10075,20436,29.7,326.0,35.0,-590.0,326.0,320.0,20.0,0.125,33.5,3.0,0.046,3.94
10076,4822,119.0,327.0,0.0,-1220.0,326.0,327.0,50.0,0.0229,0.885,3.0,0.0207,2.71
10077,16803,41.4,327.0,53.0,-822.0,326.0,321.0,50.0,0.02,2.01,3.0,0.0183,1.79
10078,21292,55.5,330.0,0.0,394.0,329.0,330.0,50.0,0.0668,6.04,2.5,0.0356,2.05
10079,8017,29.7,323.0,19.0,-1950.0,322.0,318.0,15.0,0.115,27.7,4.0,0.0646,5.63
10080,464,28.5,325.0,65.0,1950.0,324.0,322.0,6.0,0.116,14.4,4.0,0.0949,6.11
10081,8062,55.7,328.0,0.0,383.0,326.0,327.0,50.0,0.0538,4.12,4.0,0.0607,7.26
10082,17918,28.7,327.0,79.0,1670.0,326.0,322.0,3.0,0.0544,4.7,3.0,0.0932,9.27
10083,16798,27.7,327.0,97.0,-1260.0,326.0,316.0,3.0,0.0786,8.38,3.0,0.017,0.63
10084,3963,28.5,326.0,61.0,-1800.0,325.0,317.0,6.0,0.0829,9.36,3.0,0.144,14.3
10085,8623,119.0,328.0,0.0,383.0,327.0,328.0,50.0,0.0163,1.87,4.0,0.0224,1.6
10086,12467,27.5,327.0,128.0,1900.0,326.0,322.0,3.0,0.0784,8.82,3.0,0.0395,4.24
10087,809,27.5,325.0,104.0,-504.0,324.0,319.0,6.0,0.106,13.9,4.0,0.119,6.23
10088,9835,37.8,327.0,2.0,1500.0,326.0,319.0,3.0,0.0246,0.628,4.0,0.0259,1.01
10089,12372,28.5,327.0,76.0,1490.0,326.0,324.0,3.0,0.0666,7.8,3.0,0.0531,4.3
10090,17055,27.7,327.0,128.0,1800.0,326.0,324.0,3.0,0.0827,8.76,3.0,0.0434,1.94
10091,23459,27.7,327.0,119.0,1230.0,326.0,320.0,3.0,0.112,9.84,2.5,0.101,7.56
10092,21389,55.7,330.0,0.0,-1720.0,329.0,330.0,50.0,0.0242,0.964,2.5,0.0269,2.07
10093,17363,27.7,327.0,106.0,-431.0,326.0,323.0,3.0,0.0664,10.1,3.0,0.0898,7.1
10094,16848,28.7,327.0,84.0,2060.0,325.0,321.0,3.0,0.0593,4.23,3.0,0.105,10.4
10095,8125,51.5,323.0,90.0,-492.0,322.0,317.0,50.0,0.0465,1.55,4.0,0.0196,0.612
10096,19364,28.7,327.0,89.0,1410.0,325.0,324.0,6.0,0.0432,4.3,3.0,0.164,14.4
10097,5636,27.7,325.0,112.0,-677.0,323.0,322.0,6.0,0.0676,6.77,4.0,0.134,15.7
10098,3881,29.5,326.0,26.0,988.0,324.0,317.0,6.0,0.0646,3.85,3.0,0.328,23.4
10099,1642,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
10100,3899,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0174,1.21,3.0,0.0163,2.32
10101,24989,55.7,330.0,2.0,-1740.0,329.0,330.0,50.0,0.0661,4.78,2.5,0.0303,0.502
10102,12498,28.5,327.0,71.0,1120.0,326.0,323.0,3.0,0.0698,9.15,3.0,0.019,1.56
10103,913,27.5,326.0,117.0,51.3,325.0,323.0,6.0,0.0559,1.12,4.0,0.0736,5.11
10104,19955,29.7,327.0,29.0,-1390.0,326.0,322.0,6.0,0.0969,13.1,3.0,0.0357,1.52
10105,11405,27.5,326.0,120.0,-1020.0,325.0,321.0,3.0,0.0769,5.53,4.0,0.0951,8.18
10106,5638,27.7,325.0,112.0,-666.0,324.0,321.0,6.0,0.0494,3.32,4.0,0.105,15.1
10107,10297,28.5,327.0,86.0,395.0,326.0,318.0,3.0,0.0933,10.6,4.0,0.0448,4.0
10108,18503,29.7,327.0,18.0,321.0,326.0,319.0,3.0,0.0789,9.8,3.0,0.0204,2.01
10109,4114,28.5,326.0,2.0,-1760.0,325.0,321.0,6.0,0.0379,5.32,3.0,0.13,14.3
10110,8783,119.0,328.0,0.0,383.0,326.0,327.0,50.0,0.0267,0.912,4.0,0.0238,2.34
10111,7456,27.7,324.0,127.0,2110.0,323.0,319.0,20.0,0.132,32.3,4.0,0.0257,0.56
10112,15459,27.7,327.0,125.0,-698.0,326.0,324.0,3.0,0.0459,3.77,4.0,0.125,9.74
10113,24169,28.7,327.0,76.0,1840.0,326.0,322.0,3.0,0.114,18.0,2.5,0.0618,2.9
10114,13726,28.5,327.0,81.0,1850.0,325.0,319.0,3.0,0.0794,8.34,3.0,0.0828,4.59
10115,24686,29.7,327.0,2.0,-1400.0,326.0,323.0,3.0,0.0697,10.2,2.5,0.0761,7.93
10116,6637,28.7,325.0,68.0,-370.0,323.0,319.0,20.0,0.0404,5.73,4.0,0.127,33.2
10117,9412,119.0,328.0,0.0,383.0,326.0,327.0,50.0,0.0195,0.839,4.0,0.0177,1.33
10118,10635,27.5,327.0,111.0,-1850.0,326.0,323.0,3.0,0.0809,10.7,4.0,0.0229,2.03
10119,23963,29.7,327.0,46.0,-825.0,326.0,324.0,3.0,0.0513,8.42,2.5,0.0388,4.57
10120,3528,118.0,328.0,5.0,339.0,327.0,328.0,50.0,0.109,29.5,3.0,0.215,49.4
10121,6345,34.1,325.0,95.0,-1610.0,323.0,317.0,6.0,0.0235,1.39,4.0,0.0139,0.407
10122,7379,55.7,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0516,3.75,4.0,0.0227,0.611
10123,19848,27.7,326.0,123.0,-1400.0,325.0,321.0,6.0,0.0696,12.6,3.0,0.0648,9.59
10124,16238,29.7,327.0,40.0,478.0,326.0,323.0,3.0,0.0973,9.47,4.0,0.0751,5.62
10125,24360,28.7,327.0,59.0,141.0,326.0,323.0,3.0,0.0727,9.56,2.5,0.0475,6.66
10126,20039,27.7,327.0,115.0,-1790.0,326.0,323.0,6.0,0.093,13.7,3.0,0.024,2.85
10127,5414,27.7,325.0,108.0,-940.0,323.0,318.0,6.0,0.0526,6.07,4.0,0.158,15.6
10128,19798,55.7,330.0,0.0,-927.0,328.0,329.0,50.0,0.0368,5.09,3.0,0.0291,2.53
10129,19832,27.7,326.0,112.0,-1860.0,325.0,323.0,6.0,0.0969,13.7,3.0,0.0669,5.6
10130,13190,28.5,327.0,63.0,110.0,326.0,324.0,3.0,0.0528,5.06,3.0,0.0898,14.1
10131,3977,27.5,327.0,100.0,-88.1,325.0,320.0,6.0,0.104,14.7,3.0,0.0188,1.99
10132,20422,119.0,330.0,0.0,-273.0,329.0,330.0,50.0,2.78e-19,0.0,3.0,2.78e-19,0.0
10133,9897,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0212,1.02,4.0,0.0181,2.62
10134,23160,55.7,330.0,0.0,-1720.0,329.0,329.0,50.0,0.0577,2.45,2.5,0.0316,1.33
10135,10732,29.5,327.0,23.0,-1040.0,326.0,324.0,3.0,0.0799,10.7,4.0,0.0861,4.89
10136,13745,29.5,327.0,26.0,1300.0,326.0,323.0,3.0,0.0529,3.9,3.0,0.0877,9.89
10137,18265,55.7,330.0,0.0,2150.0,329.0,330.0,50.0,0.0489,7.29,3.0,0.0299,2.77
10138,16094,55.7,330.0,0.0,42.0,328.0,330.0,50.0,0.048,7.15,4.0,0.0273,2.55
10139,10664,27.5,327.0,125.0,-614.0,325.0,317.0,3.0,0.0666,1.79,4.0,0.146,13.2
10140,14519,28.7,327.0,56.0,1760.0,326.0,319.0,3.0,0.0798,5.73,4.0,0.0651,7.46
10141,228,29.5,326.0,35.0,686.0,324.0,319.0,6.0,0.254,14.6,4.0,0.0605,5.66
10142,9484,27.7,324.0,125.0,-1190.0,322.0,315.0,12.0,0.0553,1.97,4.0,0.0888,21.5
10143,18333,27.7,327.0,2.0,-229.0,326.0,323.0,3.0,0.0707,10.6,3.0,0.105,7.41
10144,24444,55.7,330.0,0.0,-1720.0,328.0,330.0,50.0,0.0544,2.86,2.5,0.0273,1.05
10145,728,27.9,326.0,95.0,-936.0,325.0,322.0,6.0,0.0174,3.15,4.0,0.019,3.92
10146,4706,119.0,329.0,2.0,-486.0,328.0,329.0,6.0,0.0174,1.74,2.5,0.0144,0.398
10147,3452,28.5,326.0,79.0,-947.0,325.0,321.0,6.0,0.0939,7.07,3.0,0.071,13.8
10148,14873,29.7,327.0,2.0,688.0,326.0,322.0,3.0,0.0515,1.16,4.0,0.1,10.1
10149,13366,29.5,327.0,2.0,746.0,325.0,322.0,3.0,0.0706,8.16,3.0,0.118,10.2
10150,5690,29.7,325.0,39.0,267.0,323.0,320.0,6.0,0.089,13.0,4.0,0.0771,4.67
10151,4446,119.0,329.0,2.0,339.0,328.0,329.0,50.0,0.0183,1.6,2.5,0.014,0.759
10152,21704,32.8,328.0,54.0,1830.0,326.0,324.0,3.0,0.0247,1.84,2.5,0.0173,1.17
10153,15238,29.7,326.0,34.0,-104.0,325.0,322.0,3.0,0.0419,3.61,4.0,0.0813,4.86
10154,4396,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0193,1.83,2.5,0.0134,0.758
10155,5613,119.0,328.0,0.0,-978.0,327.0,328.0,50.0,0.0224,2.58,4.0,0.0267,0.927
10156,3845,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0187,1.25,3.0,0.0242,0.4
10157,22124,27.5,327.0,104.0,1990.0,326.0,323.0,3.0,0.0609,2.51,2.5,0.111,10.1
10158,19842,55.7,329.0,0.0,-927.0,328.0,329.0,50.0,0.0402,6.63,3.0,0.0422,4.5
10159,21834,28.5,327.0,57.0,2090.0,326.0,320.0,3.0,0.0839,6.63,2.5,0.0969,10.1
10160,658,28.5,326.0,86.0,-1310.0,325.0,320.0,6.0,0.118,13.8,4.0,0.095,10.4
10161,21171,29.5,327.0,20.0,-1110.0,326.0,324.0,3.0,0.0787,7.54,2.5,0.0516,6.95
10162,10209,119.0,330.0,0.0,-1960.0,328.0,330.0,50.0,0.0231,2.19,4.0,0.0173,1.69
10163,9432,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0536,1.77,4.0,0.0255,0.945
10164,10013,29.5,327.0,2.0,36.3,326.0,324.0,3.0,0.0605,9.3,4.0,0.0577,3.87
10165,17286,29.7,327.0,25.0,1110.0,325.0,319.0,3.0,0.101,10.1,3.0,0.149,9.05
10166,10736,29.5,327.0,23.0,-1010.0,326.0,320.0,3.0,0.0713,9.72,4.0,0.0977,7.03
10167,4815,119.0,327.0,0.0,-1510.0,326.0,328.0,6.0,0.0208,3.01,3.0,0.0206,2.65
10168,12294,28.5,327.0,71.0,1060.0,326.0,323.0,3.0,0.0562,9.07,3.0,0.0195,2.45
10169,22085,28.5,327.0,64.0,-1510.0,326.0,321.0,3.0,0.0699,9.73,2.5,0.0982,7.31
10170,13753,29.5,327.0,46.0,-1160.0,326.0,320.0,3.0,0.0992,10.2,3.0,0.044,6.87
10171,14016,29.5,327.0,38.0,-1860.0,326.0,323.0,3.0,0.0786,10.5,3.0,0.0972,9.88
10172,11041,28.5,327.0,75.0,-821.0,326.0,322.0,3.0,0.0729,8.92,4.0,0.0149,2.63
10173,909,27.5,326.0,117.0,29.9,324.0,322.0,6.0,0.0756,11.6,4.0,0.0325,6.99
10174,5837,27.7,324.0,99.0,-1410.0,323.0,317.0,6.0,0.107,13.7,4.0,0.0203,0.808
10175,521,28.5,326.0,70.0,-2040.0,324.0,322.0,6.0,0.0759,13.6,4.0,0.0179,2.01
10176,22696,27.5,327.0,112.0,-1610.0,326.0,322.0,3.0,0.0717,7.21,2.5,0.0301,1.5
10177,14756,55.1,326.0,131.0,-8.97,325.0,321.0,50.0,0.0543,8.64,4.0,0.028,4.34
10178,7725,38.1,325.0,54.0,-1270.0,324.0,316.0,15.0,0.0192,0.757,4.0,0.0364,8.71
10179,14561,27.7,327.0,120.0,-1140.0,326.0,323.0,3.0,0.0638,8.14,4.0,0.0895,10.3
10180,19567,28.7,327.0,62.0,67.9,325.0,318.0,6.0,0.0597,3.41,3.0,0.115,13.9
10181,12318,27.5,327.0,102.0,-739.0,325.0,318.0,3.0,0.101,9.54,3.0,0.0757,4.53
10182,10910,55.5,330.0,0.0,136.0,328.0,330.0,50.0,0.0441,6.8,4.0,0.0338,1.27
10183,1562,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
10184,15218,119.0,330.0,0.0,-2060.0,329.0,330.0,50.0,0.0227,2.03,4.0,0.0188,2.58
10185,12315,27.5,327.0,128.0,1840.0,326.0,322.0,3.0,0.0806,11.2,3.0,0.0394,5.02
10186,17900,29.7,327.0,22.0,742.0,325.0,323.0,3.0,0.0407,6.96,3.0,0.115,10.2
10187,16127,28.7,327.0,61.0,2000.0,326.0,319.0,3.0,0.0972,9.11,4.0,0.073,4.53
10188,3671,28.5,327.0,70.0,-1360.0,326.0,317.0,6.0,0.086,12.4,3.0,0.016,1.59
10189,10067,28.5,327.0,77.0,-459.0,325.0,321.0,3.0,0.111,7.91,4.0,0.119,11.7
10190,12605,55.5,329.0,0.0,-2080.0,328.0,329.0,50.0,0.041,6.51,3.0,0.0276,3.94
10191,4622,29.5,326.0,14.0,-442.0,325.0,318.0,6.0,0.251,14.4,2.5,0.0239,0.177
10192,12579,28.5,327.0,65.0,486.0,325.0,323.0,3.0,0.0869,9.32,3.0,0.0822,7.0
10193,15925,28.7,326.0,77.0,-633.0,325.0,320.0,3.0,0.0936,9.21,4.0,0.0865,6.45
10194,7886,119.0,327.0,2.0,-2050.0,326.0,327.0,50.0,0.0208,0.935,4.0,0.0159,1.13
10195,22577,29.5,327.0,16.0,-1530.0,326.0,324.0,3.0,0.0651,6.8,2.5,0.0844,9.03
10196,16355,29.7,327.0,46.0,928.0,326.0,323.0,3.0,0.1,10.3,4.0,0.0439,2.66
10197,24210,27.7,327.0,121.0,1640.0,326.0,324.0,3.0,0.0741,8.11,2.5,0.0762,6.15
10198,12317,27.5,326.0,102.0,-745.0,325.0,319.0,3.0,0.082,8.93,3.0,0.0786,5.29
10199,3068,29.5,326.0,2.0,1030.0,325.0,318.0,6.0,0.0981,11.4,3.0,0.125,10.6
10200,7352,119.0,328.0,0.0,306.0,326.0,327.0,20.0,0.0211,2.25,4.0,0.0157,2.97
10201,10960,29.5,327.0,48.0,1370.0,326.0,323.0,3.0,0.0464,2.8,4.0,0.0942,9.52
10202,19269,28.7,327.0,57.0,-177.0,326.0,321.0,6.0,0.057,7.16,3.0,0.055,12.0
10203,21183,27.5,327.0,114.0,-1290.0,326.0,320.0,3.0,0.0608,7.0,2.5,0.118,11.6
10204,17374,28.7,327.0,87.0,-1610.0,326.0,321.0,3.0,0.0757,7.19,3.0,0.0941,11.4
10205,374,32.4,326.0,54.0,1470.0,325.0,322.0,6.0,0.019,1.5,4.0,0.0166,1.76
10206,15981,28.7,327.0,81.0,-324.0,325.0,320.0,3.0,0.0661,6.88,4.0,0.0913,6.29
10207,18362,28.7,327.0,62.0,-37.2,326.0,318.0,3.0,0.0988,3.02,3.0,0.0561,6.6
10208,4829,29.5,327.0,0.0,-1240.0,326.0,327.0,50.0,0.0254,0.931,3.0,0.0266,2.96
10209,23489,28.7,327.0,74.0,1640.0,326.0,324.0,3.0,0.072,5.42,2.5,0.2,13.4
10210,18301,27.7,327.0,106.0,-346.0,326.0,318.0,3.0,0.0729,7.96,3.0,0.0953,4.11
10211,19275,28.7,327.0,59.0,-145.0,326.0,322.0,6.0,0.118,13.4,3.0,0.0197,1.89
10212,21264,27.5,327.0,112.0,-1450.0,326.0,321.0,3.0,0.0992,10.6,2.5,0.0204,2.6
10213,5395,55.7,328.0,0.0,231.0,327.0,328.0,50.0,0.0428,6.87,4.0,0.032,1.61
10214,19916,27.7,327.0,125.0,-1300.0,325.0,322.0,6.0,0.0554,3.04,3.0,0.0976,14.4
10215,2641,119.0,328.0,40.0,-1160.0,332.0,331.0,20.0,2.79e-19,0.0,4.0,2.68e-19,0.0
10216,633,28.5,326.0,82.0,-1440.0,325.0,321.0,6.0,0.0378,4.55,4.0,0.0952,14.5
10217,1979,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
10218,11514,28.5,327.0,76.0,-635.0,325.0,322.0,3.0,0.0616,9.85,4.0,0.0571,7.43
10219,11087,28.5,326.0,2.0,-368.0,325.0,320.0,3.0,0.0624,7.16,4.0,0.116,11.6
10220,8381,28.7,324.0,61.0,-1120.0,323.0,320.0,15.0,0.126,18.8,4.0,0.0325,3.64
10221,2439,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
10222,16245,28.7,327.0,2.0,-692.0,325.0,322.0,3.0,0.0951,10.1,4.0,0.0618,2.68
10223,20583,119.0,330.0,0.0,-273.0,329.0,330.0,50.0,2.78e-19,0.0,3.0,2.78e-19,0.0
10224,17643,28.7,327.0,57.0,-507.0,325.0,320.0,3.0,0.0758,9.52,3.0,0.14,9.21
10225,4098,27.5,326.0,96.0,-205.0,325.0,322.0,6.0,0.106,14.9,3.0,0.0201,2.87
10226,17495,27.7,327.0,117.0,603.0,325.0,319.0,3.0,0.079,8.79,3.0,0.098,6.8
10227,16394,28.7,327.0,81.0,-233.0,325.0,317.0,3.0,0.0675,9.3,4.0,0.0889,5.05
10228,15957,27.7,327.0,118.0,-1360.0,326.0,321.0,3.0,0.0664,8.13,4.0,0.0619,3.91
10229,17093,28.7,327.0,70.0,849.0,326.0,319.0,3.0,0.0995,11.5,3.0,0.0355,3.77
10230,23484,27.7,327.0,126.0,2070.0,326.0,323.0,3.0,0.103,11.9,2.5,0.073,9.08
10231,9416,119.0,328.0,0.0,383.0,326.0,328.0,50.0,0.019,0.72,4.0,0.0175,0.311
10232,7270,119.0,327.0,0.0,306.0,326.0,327.0,20.0,0.025,1.95,4.0,0.0156,0.995
10233,6366,29.7,324.0,30.0,-235.0,324.0,319.0,6.0,0.0842,13.6,4.0,0.0198,1.52
10234,559,28.5,326.0,2.0,-1840.0,325.0,319.0,6.0,0.112,11.8,4.0,0.117,12.7
10235,17922,28.7,327.0,79.0,1690.0,326.0,320.0,3.0,0.0832,8.94,3.0,0.079,10.3
10236,9886,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0212,1.02,4.0,0.0181,2.62
10237,4036,28.5,326.0,74.0,-1180.0,325.0,322.0,6.0,0.261,24.0,3.0,0.0553,2.95
10238,24592,27.7,327.0,122.0,1730.0,326.0,324.0,3.0,0.102,9.14,2.5,0.155,10.3
10239,11085,27.5,327.0,101.0,1290.0,326.0,319.0,3.0,0.0991,7.22,4.0,0.148,11.9
10240,24690,29.7,327.0,39.0,-1380.0,325.0,319.0,3.0,0.0922,7.72,2.5,0.0883,4.38
10241,10364,27.5,327.0,128.0,-257.0,326.0,322.0,3.0,0.094,12.1,4.0,0.0415,1.02
10242,11078,27.5,327.0,100.0,1250.0,326.0,324.0,3.0,0.0732,8.33,4.0,0.0137,1.06
10243,7546,28.7,325.0,59.0,1020.0,323.0,314.0,20.0,0.202,2.84,4.0,0.0823,5.39
10244,10904,28.5,327.0,88.0,704.0,326.0,324.0,3.0,0.0524,4.1,4.0,0.148,15.2
10245,9186,28.7,324.0,77.0,1910.0,323.0,321.0,12.0,0.155,23.3,4.0,0.0434,4.61
10246,10972,29.5,327.0,25.0,-844.0,326.0,318.0,3.0,0.0699,5.71,4.0,0.0823,9.32
10247,24128,29.7,327.0,39.0,-1310.0,326.0,318.0,3.0,0.0798,8.51,2.5,0.0873,5.41
10248,8142,55.7,327.0,2.0,383.0,326.0,327.0,50.0,0.0522,1.06,4.0,0.0433,4.69
10249,4588,29.5,326.0,24.0,71.8,324.0,317.0,6.0,0.0934,7.98,2.5,0.135,15.1
10250,3627,28.5,326.0,2.0,-2030.0,324.0,316.0,6.0,0.125,12.0,3.0,0.11,5.5
10251,1002,27.5,326.0,125.0,526.0,325.0,322.0,6.0,0.0364,3.54,4.0,0.0485,4.52
10252,24433,27.7,327.0,97.0,-845.0,326.0,324.0,3.0,0.0734,8.6,2.5,0.0179,1.12
10253,8139,29.7,324.0,27.0,-1780.0,322.0,321.0,15.0,0.0376,3.88,4.0,0.118,23.7
10254,15035,28.7,327.0,64.0,-1970.0,325.0,318.0,3.0,0.0885,4.95,4.0,0.0837,9.33
10255,6742,28.7,324.0,86.0,-49.1,324.0,318.0,20.0,0.145,32.9,4.0,0.0266,2.04
10256,6746,28.7,325.0,88.0,-27.8,323.0,318.0,20.0,0.0472,7.45,4.0,0.152,33.1
10257,1543,27.5,326.0,106.0,1710.0,325.0,320.0,20.0,0.0636,2.23,4.0,0.0979,0.221
10258,6262,28.7,325.0,55.0,885.0,324.0,317.0,6.0,0.0285,1.73,4.0,0.0195,1.65
10259,12660,28.5,327.0,69.0,838.0,326.0,323.0,3.0,0.0597,8.79,3.0,0.0594,7.79
10260,19920,27.7,327.0,125.0,-1280.0,325.0,322.0,6.0,0.0514,0.326,3.0,0.126,15.7
10261,10221,27.5,327.0,105.0,1820.0,326.0,319.0,3.0,0.097,8.65,4.0,0.0546,5.07
10262,5889,29.7,325.0,30.0,-192.0,324.0,319.0,6.0,0.076,13.1,4.0,0.0209,1.31
10263,12205,28.5,327.0,2.0,-151.0,326.0,323.0,3.0,0.109,9.86,3.0,0.0703,5.27
10264,12173,28.5,327.0,67.0,752.0,325.0,323.0,3.0,0.0413,5.72,3.0,0.229,14.9
10265,23584,27.7,327.0,102.0,-467.0,326.0,320.0,3.0,0.0969,10.1,2.5,0.071,5.55
10266,7784,119.0,327.0,2.0,-2050.0,326.0,327.0,50.0,0.0189,1.79,4.0,0.0162,0.835
10267,92,29.5,326.0,21.0,-41.4,324.0,320.0,6.0,0.0504,5.32,4.0,0.0741,13.0
10268,11732,29.5,327.0,14.0,-1930.0,326.0,321.0,3.0,0.0777,10.2,4.0,0.0163,3.26
10269,4358,119.0,329.0,0.0,339.0,328.0,329.0,50.0,0.0274,2.31,2.5,0.0173,0.778
10270,22162,29.5,327.0,23.0,-780.0,326.0,324.0,3.0,0.0617,7.62,2.5,0.0822,6.26
10271,366,37.2,327.0,54.0,1420.0,325.0,316.0,6.0,0.0211,2.26,4.0,0.0176,0.907
10272,7052,28.7,325.0,70.0,-316.0,324.0,319.0,20.0,0.114,33.2,4.0,0.0199,3.27
10273,9453,27.7,324.0,104.0,-1730.0,323.0,320.0,12.0,0.108,13.6,4.0,0.0979,18.4
10274,2545,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
10275,24287,27.7,327.0,107.0,205.0,326.0,317.0,3.0,0.0891,9.96,2.5,0.0772,6.32
10276,990,27.5,326.0,125.0,462.0,324.0,321.0,6.0,0.0429,5.61,4.0,0.081,12.9
10277,10877,27.5,327.0,117.0,-1310.0,326.0,323.0,3.0,0.101,10.8,4.0,0.0668,2.67
10278,13160,27.5,326.0,2.0,1690.0,325.0,318.0,3.0,0.0753,5.21,3.0,0.0374,6.49
10279,15993,29.7,327.0,48.0,1280.0,326.0,318.0,3.0,0.061,5.12,4.0,0.0685,8.66
10280,3159,28.5,326.0,72.0,-1240.0,325.0,317.0,6.0,0.0691,12.3,3.0,0.124,10.4
10281,16993,29.7,327.0,35.0,2020.0,326.0,322.0,3.0,0.0553,9.83,3.0,0.0566,7.23
10282,23336,29.7,327.0,2.0,1550.0,326.0,325.0,3.0,0.0773,9.95,2.5,0.0426,7.0
10283,22668,30.3,327.0,48.0,1650.0,325.0,323.0,50.0,0.0513,3.51,2.5,0.0253,0.659
10284,18099,28.7,327.0,77.0,1490.0,326.0,319.0,3.0,0.107,9.29,3.0,0.0889,8.0
10285,12289,28.5,327.0,71.0,1040.0,325.0,323.0,3.0,0.0908,11.3,3.0,0.0249,1.7
10286,9222,119.0,327.0,0.0,383.0,326.0,327.0,50.0,0.0185,2.46,4.0,0.0176,1.71
10287,4729,29.5,325.0,29.0,242.0,324.0,314.0,6.0,0.102,13.8,2.5,0.0157,0.952
10288,6644,27.7,327.0,0.0,298.0,327.0,327.0,50.0,0.028,2.73,4.0,0.0547,4.51
10289,24509,28.7,327.0,87.0,-1460.0,326.0,318.0,3.0,0.0912,9.97,2.5,0.0469,2.21
10290,16359,29.7,326.0,34.0,-211.0,325.0,322.0,3.0,0.0962,9.8,4.0,0.0153,2.36
10291,13280,29.5,327.0,24.0,1110.0,325.0,323.0,3.0,0.072,8.59,3.0,0.0886,4.02
10292,777,27.5,326.0,102.0,-675.0,324.0,322.0,6.0,0.0628,13.4,4.0,0.0555,7.18
10293,24849,28.7,327.0,2.0,-1270.0,326.0,319.0,3.0,0.0796,7.71,2.5,0.0478,4.12
10294,7444,119.0,327.0,0.0,306.0,326.0,327.0,20.0,0.0235,1.46,4.0,0.0189,1.01
10295,22488,28.5,327.0,87.0,756.0,325.0,321.0,3.0,0.119,8.06,2.5,0.0431,2.12
10296,21709,31.3,327.0,54.0,1860.0,326.0,323.0,3.0,0.0197,2.48,2.5,0.0227,3.09
10297,24905,119.0,330.0,0.0,455.0,328.0,330.0,20.0,0.0212,1.8,2.5,0.0211,5.06
10298,21995,27.5,327.0,112.0,-1480.0,326.0,323.0,3.0,0.0894,12.9,2.5,0.0227,2.58
10299,17789,28.7,327.0,62.0,64.4,325.0,324.0,3.0,0.044,6.45,3.0,0.0318,7.33
10300,2629,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
10301,1392,119.0,324.0,0.0,905.0,326.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
10302,10863,28.5,327.0,69.0,-1240.0,325.0,323.0,3.0,0.116,11.7,4.0,0.027,1.99
10303,12203,55.5,330.0,0.0,-2060.0,328.0,330.0,50.0,0.037,4.63,3.0,0.0285,2.78
