,worn
17018,1
1486,0
18543,1
18002,1
9851,0
24456,1
16333,1
15933,1
17408,1
9055,1
22466,0
19297,1
3000,0
18415,1
19791,1
8957,1
7554,1
20047,1
7239,1
8606,1
5964,1
4830,0
22487,0
15258,1
19914,1
8248,1
1943,0
9883,0
2190,0
11568,0
1234,0
2888,0
17930,1
2023,0
20573,1
1514,0
17746,1
4442,0
22383,0
4105,0
23432,1
12547,0
11698,0
11091,0
6744,1
10140,0
11722,0
24776,1
20553,1
985,0
18672,1
10837,0
16854,1
2097,0
523,0
18551,1
4632,0
11139,0
8701,1
489,0
6845,1
9526,1
9074,1
4840,0
17288,1
1511,0
4095,0
21157,0
4685,0
10274,0
24092,1
9161,1
3130,0
12249,0
23902,1
13556,0
13934,0
7437,1
1450,0
14658,1
9316,1
14852,1
10999,0
24787,1
6368,1
11185,0
18695,1
24266,1
21863,0
8512,1
11443,0
15529,1
21730,0
17674,1
8509,1
18591,1
18401,1
6271,1
23634,1
7744,1
15225,1
541,0
22165,0
10624,0
22096,0
3653,0
14635,1
18234,1
19831,1
6355,1
24334,1
4108,0
23468,1
3857,0
17633,1
17733,1
14069,0
12592,0
3947,0
10977,0
10125,0
4608,0
13209,0
16225,1
2823,0
17418,1
23498,1
18005,1
11148,0
18745,1
25011,1
5922,1
17931,1
21869,0
4438,0
21867,0
1668,0
18786,1
23985,1
10640,0
25034,1
4488,0
8307,1
3411,0
2877,0
22501,0
610,0
16872,1
21494,0
14830,1
3524,0
18220,1
10748,0
18030,1
3591,0
13881,0
13577,0
19765,1
15243,1
10266,0
1261,0
10772,0
2087,0
3493,0
8069,1
1984,0
14767,1
6016,1
5361,1
22141,0
13566,0
5324,1
12369,0
988,0
16832,1
3699,0
3170,0
18111,1
804,0
24231,1
21225,0
21838,0
496,0
2876,0
3169,0
4070,0
8995,1
16353,1
17858,1
3892,0
10955,0
2012,0
4663,0
17850,1
22544,0
4524,0
1605,0
25041,1
8750,1
24055,1
8504,1
1457,0
19155,1
24896,1
316,0
14615,1
17415,1
22720,0
4481,0
18684,1
1631,0
24254,1
10982,0
14655,1
8805,1
13399,0
1386,0
21312,0
7567,1
25037,1
21996,0
6823,1
13779,0
16312,1
15009,1
17242,1
7458,1
7835,1
12338,0
23171,1
9067,1
95,0
2460,0
18295,1
13531,0
24080,1
21771,0
14130,0
9249,1
2805,0
17263,1
22719,0
3862,0
13408,0
4113,0
19166,1
11623,0
2110,0
7861,1
7380,1
24198,1
17390,1
24676,1
14000,0
202,0
8932,1
21539,0
4458,0
2173,0
5490,1
5677,1
17353,1
15242,1
5486,1
5611,1
4674,0
6464,1
2984,0
19295,1
4614,0
16910,1
23463,1
19148,1
18617,1
23572,1
16794,1
21772,0
6436,1
24758,1
3466,0
17179,1
21269,0
8580,1
23524,1
2258,0
4851,0
11636,0
19718,1
24837,1
13404,0
19960,1
25063,1
19935,1
23340,1
7911,1
5409,1
16305,1
172,0
14558,1
7576,1
7863,1
17493,1
9091,1
17333,1
24625,1
16226,1
21416,0
15418,1
16336,1
8006,1
19566,1
22689,0
8056,1
6141,1
24828,1
15577,1
10041,0
4655,0
9844,0
10807,0
2089,0
12302,0
16306,1
11146,0
7720,1
12463,0
17169,1
22429,0
9190,1
6298,1
18083,1
23134,1
14565,1
8336,1
13235,0
4571,0
19421,1
11062,0
17998,1
21514,0
20565,1
19803,1
20020,1
24910,1
12128,0
13372,0
18527,1
783,0
23247,1
19723,1
2891,0
1345,0
18669,1
10587,0
8281,1
17473,1
5657,1
21954,0
16967,1
16367,1
4001,0
19748,1
21820,0
2575,0
6215,1
18687,1
4624,0
22685,0
23900,1
22625,0
14559,1
6853,1
7721,1
19534,1
10037,0
22607,0
605,0
21342,0
126,0
16093,1
7356,1
14738,1
15997,1
16092,1
18573,1
6434,1
16810,1
10773,0
11679,0
24443,1
2111,0
13922,0
14983,1
18583,1
18459,1
2889,0
14499,1
8314,1
7550,1
19436,1
22449,0
22102,0
6786,1
18249,1
1963,0
13810,0
7617,1
22182,0
17139,1
6040,1
18233,1
8258,1
6775,1
5906,1
13695,0
19535,1
24926,1
9375,1
17130,1
2634,0
7373,1
24181,1
10173,0
10712,0
8272,1
9564,1
12256,0
691,0
3874,0
7308,1
24940,1
8900,1
10114,0
3468,0
1634,0
13694,0
1314,0
13482,0
12488,0
16271,1
6336,1
833,0
15183,1
2236,0
234,0
3503,0
10239,0
5398,1
16915,1
15382,1
22732,0
4350,0
1243,0
135,0
17743,1
21788,0
3061,0
1046,0
12517,0
12358,0
7774,1
7799,1
679,0
15037,1
3067,0
11610,0
6415,1
15424,1
14106,0
10120,0
17910,1
8930,1
24066,1
23485,1
6226,1
14982,1
21713,0
15977,1
23430,1
8803,1
8270,1
3549,0
19455,1
18017,1
11061,0
782,0
22509,0
8209,1
5923,1
16184,1
22099,0
2810,0
8953,1
8393,1
2073,0
23297,1
23965,1
4077,0
17429,1
24049,1
18244,1
18359,1
5879,1
14073,0
22573,0
14705,1
18736,1
12515,0
9174,1
7055,1
13157,0
9504,1
17745,1
21267,0
3364,0
13999,0
17702,1
3582,0
21125,0
22458,0
23422,1
17182,1
11611,0
24591,1
8972,1
11650,0
15047,1
21235,0
22478,0
12181,0
22733,0
7248,1
24521,1
25030,1
12188,0
6027,1
18036,1
10826,0
8892,1
8257,1
1955,0
18395,1
12349,0
14039,0
642,0
14630,1
24175,1
22604,0
692,0
6717,1
13804,0
14527,1
18473,1
2128,0
10211,0
863,0
6701,1
4384,0
2476,0
18780,1
18142,1
7381,1
12238,0
22214,0
22568,0
426,0
6599,1
19979,1
17025,1
17711,1
22515,0
1991,0
16213,1
10800,0
13765,0
24194,1
15583,1
13394,0
21294,0
14913,1
3158,0
24300,1
9095,1
1531,0
4811,0
19800,1
11149,0
24604,1
24608,1
19477,1
4472,0
23424,1
16886,1
24153,1
6106,1
13850,0
7447,1
3025,0
3021,0
302,0
869,0
21255,0
3649,0
4459,0
16039,1
16240,1
790,0
8026,1
4645,0
12344,0
8518,1
13903,0
11422,0
21999,0
12276,0
21901,0
24460,1
24510,1
4006,0
1504,0
19161,1
14505,1
7864,1
24744,1
2572,0
6234,1
3008,0
7826,1
20505,1
13929,0
24891,1
22669,0
15953,1
14545,1
6413,1
8703,1
15067,1
6673,1
1526,0
24976,1
16212,1
11522,0
19158,1
1313,0
798,0
406,0
21293,0
9313,1
7471,1
4835,0
9230,1
15401,1
9839,0
11538,0
23417,1
3163,0
19742,1
13977,0
14753,1
16344,1
4452,0
16823,1
14936,1
23941,1
18071,1
10683,0
3126,0
242,0
19503,1
6682,1
16163,1
10885,0
3138,0
13705,0
7165,1
10919,0
22055,0
4116,0
8889,1
15969,1
3643,0
962,0
13220,0
18566,1
21455,0
4097,0
21910,0
23324,1
689,0
24292,1
14766,1
17876,1
9514,1
22662,0
969,0
14843,1
22420,0
9122,1
14711,1
19991,1
12311,0
224,0
848,0
19818,1
12347,0
24735,1
21950,0
11410,0
24262,1
12667,0
5627,1
11452,0
2235,0
2947,0
6463,1
10932,0
3404,0
15033,1
13480,0
3102,0
16022,1
19260,1
10897,0
22126,0
22049,0
20459,1
2043,0
7601,1
1996,0
23299,1
9554,1
19292,1
18326,1
13783,0
2636,0
2075,0
19867,1
23903,1
12168,0
18109,1
1041,0
5555,1
24541,1
24854,1
20473,1
15157,1
24846,1
6239,1
16074,1
6373,1
18468,1
8697,1
20043,1
17795,1
15600,1
7302,1
7881,1
1254,0
2189,0
15941,1
18022,1
6862,1
7174,1
19972,1
24899,1
9387,1
24369,1
2026,0
10719,0
166,0
5341,1
7762,1
17915,1
15040,1
21185,0
7042,1
11137,0
18578,1
8040,1
25039,1
139,0
21750,0
10791,0
619,0
771,0
13434,0
18796,1
25074,1
21207,0
2030,0
14538,1
18496,1
24071,1
21411,0
197,0
8775,1
10923,0
8943,1
17102,1
2869,0
5387,1
1299,0
17339,1
19247,1
17866,1
8124,1
4506,0
19399,1
17413,1
7752,1
18799,1
12346,0
16814,1
2827,0
3687,0
2164,0
4807,0
9331,1
7800,1
7591,1
3639,0
9035,1
22647,0
7614,1
11153,0
22532,0
17273,1
23948,1
14136,0
10829,0
724,0
7287,1
1588,0
8239,1
3469,0
4547,0
19515,1
3923,0
13698,0
11074,0
21859,0
24476,1
19439,1
3441,0
19582,1
5996,1
24807,1
18653,1
3451,0
8643,1
14487,1
4730,0
17275,1
15236,1
5904,1
14675,1
15313,1
15353,1
16883,1
16055,1
8036,1
13708,0
16269,1
18694,1
8128,1
2683,0
4832,0
14942,1
13251,0
13185,0
3667,0
8717,1
1518,0
11028,0
21894,0
12222,0
15506,1
1987,0
19945,1
14674,1
5994,1
3921,0
6219,1
10835,0
24810,1
14955,1
8326,1
24451,1
22433,0
1533,0
24033,1
17799,1
10985,0
23366,1
19901,1
20004,1
11493,0
19834,1
3861,0
15217,1
18045,1
23327,1
1249,0
17939,1
14856,1
18768,1
17937,1
24969,1
2824,0
18280,1
2516,0
1422,0
15952,1
24338,1
24006,1
23191,1
673,0
8673,1
15964,1
24662,1
19261,1
24468,1
23330,1
1949,0
14512,1
18567,1
18461,1
22052,0
12621,0
8530,1
19453,1
11402,0
23237,1
24648,1
13440,0
19412,1
19936,1
4493,0
1937,0
18279,1
8283,1
23482,1
18801,1
24204,1
19237,1
21903,0
12420,0
15903,1
6045,1
4100,0
8137,1
17205,1
2491,0
23977,1
20031,1
8039,1
19443,1
10619,0
4372,0
21482,0
15248,1
7979,1
18076,1
7750,1
7594,1
22388,0
24768,1
8967,1
14686,1
24098,1
13183,0
14125,0
22419,0
12590,0
5645,1
11545,0
2200,0
18676,1
11483,0
9125,1
3898,0
19584,1
13931,0
1658,0
18358,1
89,0
22745,0
5415,1
514,0
21523,0
20427,1
7794,1
18739,1
7290,1
24740,1
1648,0
21135,0
10750,0
13412,0
151,0
1551,0
20462,1
13445,0
17326,1
12475,0
16206,1
13712,0
23629,1
9162,1
23491,1
14844,1
1012,0
14773,1
1382,0
16047,1
10247,0
11608,0
24820,1
5460,1
612,0
14939,1
7996,1
5945,1
22711,0
15899,1
17824,1
18110,1
13542,0
23892,1
1982,0
21879,0
5848,1
8980,1
18400,1
24117,1
23949,1
8145,1
15985,1
19565,1
21356,0
609,0
25083,1
8925,1
12535,0
18675,1
19197,1
18056,1
16815,1
12405,0
3044,0
9911,0
19405,1
22597,0
17989,1
12281,0
15059,1
12104,0
10358,0
16019,1
10859,0
15472,1
24276,1
17486,1
1284,0
4801,0
8243,1
511,0
16172,1
17069,1
23372,1
1935,0
14681,1
12216,0
9882,0
8357,1
408,0
17747,1
18218,1
17084,1
12306,0
4047,0
24507,1
4109,0
23437,1
23198,1
9128,1
3506,0
8225,1
23121,1
12550,0
484,0
18205,1
18009,1
6342,1
13415,0
2983,0
2646,0
16100,1
21716,0
21536,0
6663,1
5408,1
659,0
8232,1
16867,1
24130,1
14582,1
24866,1
2448,0
24799,1
24857,1
9013,1
14536,1
19374,1
13410,0
6794,1
2589,0
1936,0
13976,0
23326,1
5556,1
18073,1
16294,1
4539,0
5855,1
5647,1
24975,1
13699,0
22646,0
13872,0
22741,0
24199,1
24801,1
9000,1
13401,0
16396,1
24463,1
10908,0
1342,0
10663,0
8325,1
16827,1
15337,1
16103,1
22654,0
1598,0
19911,1
4720,0
6203,1
1627,0
8121,1
7260,1
14900,1
9992,0
5405,1
22454,0
1961,0
11613,0
12123,0
16894,1
13888,0
19323,1
4107,0
6130,1
6814,1
8354,1
1348,0
9044,1
11569,0
21164,0
6022,1
2880,0
1606,0
12655,0
1980,0
21241,0
8282,1
8910,1
9435,1
24357,1
6702,1
16075,1
1233,0
23998,1
11120,0
9415,1
11731,0
3558,0
15566,1
24302,1
13568,0
9982,0
7613,1
15342,1
24163,1
9410,1
3931,0
451,0
19310,1
3154,0
22440,0
2441,0
22188,0
3835,0
4087,0
21775,0
15923,1
8309,1
12464,0
7182,1
22067,0
15482,1
15052,1
2052,0
13750,0
17218,1
23909,1
19745,1
5623,1
17343,1
13491,0
7400,1
9535,1
10738,0
7923,1
17178,1
396,0
22149,0
6471,1
21263,0
4529,0
23341,1
11709,0
5946,1
7423,1
498,0
20579,1
764,0
16878,1
23581,1
1988,0
24067,1
17385,1
3602,0
3480,0
19554,1
1643,0
17309,1
24284,1
6847,1
244,0
23535,1
21781,0
22123,0
11053,0
16120,1
16059,1
11110,0
19958,1
11574,0
1296,0
11122,0
13329,0
19882,1
7783,1
8256,1
13950,0
566,0
5312,1
4367,0
15180,1
21777,0
18505,1
13729,0
6073,1
924,0
11180,0
8114,1
9184,1
24893,1
9467,1
18381,1
5453,1
18067,1
735,0
20605,1
22467,0
8064,1
9405,1
4667,0
8234,1
1477,0
15464,1
24012,1
17355,1
15160,1
24151,1
1965,0
4485,0
10023,0
6363,1
20569,1
6841,1
17272,1
6796,1
6148,1
9952,0
3091,0
8970,1
681,0
20520,1
17716,1
14539,1
5462,1
978,0
14496,1
9498,1
12380,0
13799,0
16233,1
14048,0
3956,0
18649,1
2974,0
12185,0
6407,1
19280,1
23164,1
22496,0
7073,1
5423,1
2838,0
12604,0
14990,1
15079,1
2188,0
13237,0
10365,0
10865,0
10632,0
84,0
13402,0
8955,1
7230,1
2999,0
7865,1
17185,1
15481,1
14488,1
23571,1
2202,0
9975,0
11675,0
12253,0
16071,1
18386,1
10121,0
10602,0
397,0
20491,1
16334,1
2963,0
18605,1
10052,0
18044,1
14654,1
13241,0
25085,1
2536,0
14652,1
9550,1
7575,1
443,0
12322,0
13457,0
24605,1
19899,1
24679,1
13982,0
19266,1
12688,0
15375,1
9097,1
21310,0
21774,0
6037,1
12352,0
15020,1
18221,1
10335,0
10765,0
3152,0
4633,0
24028,1
4642,0
23315,1
12449,0
10973,0
6381,1
24848,1
17384,1
7873,1
762,0
2643,0
1315,0
22147,0
22748,0
8511,1
20006,1
24999,1
4638,0
13392,0
3354,0
24912,1
17143,1
14568,1
19727,1
19738,1
4048,0
2843,0
13930,0
3686,0
7433,1
22439,0
24950,1
3400,0
5544,1
10343,0
24432,1
23362,1
24958,1
5990,1
10157,0
14003,0
10951,0
3153,0
1604,0
6330,1
4846,0
17062,1
22585,0
21471,0
6008,1
17843,1
279,0
21195,0
22062,0
22193,0
2271,0
1573,0
12412,0
16242,1
24840,1
23927,1
23567,1
865,0
18548,1
5313,1
12424,0
16307,1
544,0
17840,1
16200,1
7860,1
8596,1
11013,0
8543,1
23320,1
16913,1
3944,0
1306,0
8086,1
22694,0
21856,0
23253,1
17899,1
15292,1
2067,0
2132,0
5523,1
10625,0
13135,0
21768,0
5557,1
12126,0
10220,0
17895,1
7767,1
16287,1
5467,1
1437,0
6802,1
12597,0
2952,0
14057,0
15076,1
6739,1
17721,1
6801,1
6144,1
10057,0
1247,0
2425,0
1650,0
14653,1
10584,0
10722,0
16868,1
19806,1
6741,1
1623,0
10374,0
18654,1
22617,0
6051,1
13407,0
7327,1
2130,0
10926,0
21181,0
22045,0
24233,1
4712,0
16885,1
17277,1
7605,1
8615,1
16192,1
2860,0
5812,1
3501,0
7056,1
18726,1
16012,1
9202,1
17489,1
1930,0
9425,1
19471,1
14067,0
11547,0
17913,1
3847,0
17444,1
22563,0
8213,1
24832,1
19887,1
18284,1
1661,0
59,0
22520,0
16874,1
4362,0
2998,0
24355,1
8292,1
21870,0
3972,0
3995,0
22681,0
2248,0
23375,1
6430,1
401,0
23147,1
22645,0
14641,1
12602,0
12629,0
3982,0
12363,0
5386,1
24212,1
18632,1
11114,0
525,0
4610,0
2214,0
12411,0
14102,0
10785,0
18656,1
6620,1
3693,0
9561,1
22586,0
18742,1
4849,0
24957,1
6496,1
20436,1
4822,0
16803,1
21292,0
8017,1
464,0
8062,1
17918,1
16798,1
3963,0
8623,1
12467,0
809,0
9835,0
12372,0
17055,1
23459,1
21389,0
17363,1
16848,1
8125,1
19364,1
5636,1
3881,0
1642,0
3899,0
24989,1
12498,0
913,0
19955,1
11405,0
5638,1
10297,0
18503,1
4114,0
8783,1
7456,1
15459,1
24169,1
13726,0
24686,1
6637,1
9412,1
10635,0
23963,1
3528,0
6345,1
7379,1
19848,1
16238,1
24360,1
20039,1
5414,1
19798,1
19832,1
13190,0
3977,0
20422,1
9897,0
23160,1
10732,0
13745,0
18265,1
16094,1
10664,0
14519,1
228,0
9484,1
18333,1
24444,1
728,0
4706,0
3452,0
14873,1
13366,0
5690,1
4446,0
21704,0
15238,1
4396,0
5613,1
3845,0
22124,0
19842,1
21834,0
658,0
21171,0
10209,0
9432,1
10013,0
17286,1
10736,0
4815,0
12294,0
22085,0
13753,0
14016,0
11041,0
909,0
5837,1
521,0
22696,0
14756,1
7725,1
14561,1
19567,1
12318,0
10910,0
1562,0
15218,1
12315,0
17900,1
16127,1
3671,0
10067,0
12605,0
4622,0
12579,0
15925,1
7886,1
22577,0
16355,1
24210,1
12317,0
3068,0
7352,1
10960,0
19269,1
21183,0
17374,1
374,0
15981,1
18362,1
4829,0
23489,1
18301,1
19275,1
21264,0
5395,1
19916,1
2641,0
633,0
1979,0
11514,0
11087,0
8381,1
2439,0
16245,1
20583,1
17643,1
4098,0
17495,1
16394,1
15957,1
17093,1
23484,1
9416,1
7270,1
6366,1
559,0
17922,1
9886,0
4036,0
24592,1
11085,0
24690,1
10364,0
11078,0
7546,1
10904,0
9186,1
10972,0
24128,1
8142,1
4588,0
3627,0
1002,0
24433,1
8139,1
15035,1
6742,1
6746,1
1543,0
6262,1
12660,0
19920,1
10221,0
5889,1
12205,0
12173,0
23584,1
7784,1
92,0
11732,0
4358,0
22162,0
366,0
7052,1
9453,1
2545,0
24287,1
990,0
10877,0
13160,0
15993,1
3159,0
16993,1
23336,1
22668,0
18099,1
12289,0
9222,1
4729,0
6644,1
24509,1
16359,1
13280,0
777,0
24849,1
7444,1
22488,0
21709,0
24905,1
21995,0
17789,1
2629,0
1392,0
10863,0
12203,0
21757,0
24971,1
3088,0
18118,1
12266,0
7827,1
21742,0
11197,0
12353,0
3684,0
23476,1
21433,0
24260,1
14603,1
50,0
18528,1
19794,1
6119,1
14851,1
6056,1
21381,0
9444,1
6294,1
8765,1
5442,1
8965,1
9341,1
3536,0
18483,1
18747,1
13862,0
20552,1
22174,0
13387,0
13920,0
6202,1
13192,0
15487,1
17111,1
3114,0
18564,1
16302,1
21400,0
2813,0
6633,1
23260,1
2498,0
13400,0
17645,1
15434,1
18438,1
19999,1
17210,1
1428,0
999,0
17020,1
10783,0
6149,1
2048,0
5592,1
5940,1
21745,0
17318,1
14907,1
9307,1
176,0
15549,1
16171,1
13952,0
22660,0
6391,1
12388,0
7294,1
24279,1
1300,0
12650,0
12273,0
9417,1
9315,1
8933,1
3417,0
117,0
5327,1
4055,0
8627,1
4692,0
15056,1
319,0
12177,0
15486,1
1538,0
8376,1
15221,1
7732,1
17361,1
17953,1
9334,1
10889,0
10776,0
21289,0
14850,1
18760,1
1236,0
11681,0
9408,1
5850,1
8503,1
12635,0
13532,0
7737,1
12357,0
13733,0
25073,1
9262,1
23124,1
21309,0
894,0
15367,1
7991,1
8961,1
3418,0
7147,1
16113,1
24943,1
10287,0
3909,0
22740,0
23604,1
17780,1
15965,1
4004,0
13249,0
11670,0
6246,1
20554,1
13233,0
18454,1
21888,0
5981,1
19401,1
20518,1
4828,0
13927,0
6032,1
837,0
24757,1
13668,0
8919,1
19549,1
11457,0
6089,1
5469,1
19792,1
11134,0
19888,1
5588,1
15055,1
14498,1
13789,0
17765,1
2656,0
8291,1
12305,0
18475,1
4579,0
21228,0
1017,0
12166,0
4034,0
24651,1
10330,0
10730,0
24439,1
12303,0
13405,0
24967,1
715,0
6591,1
7040,1
3625,0
16940,1
18698,1
24911,1
11662,0
9378,1
9023,1
24982,1
22624,0
11703,0
14044,0
18225,1
22195,0
11597,0
432,0
18480,1
4788,0
12136,0
10314,0
11191,0
7846,1
14729,1
10541,0
24851,1
14726,1
4085,0
626,0
23628,1
3885,0
4061,0
7728,1
21325,0
9147,1
2210,0
18242,1
15962,1
10084,0
23996,1
6697,1
6624,1
18648,1
4110,0
10367,0
9066,1
15319,1
10742,0
2109,0
9980,0
10026,0
34,0
24895,1
3648,0
7295,1
11671,0
41,0
14631,1
15381,1
1664,0
8779,1
14621,1
18260,1
19894,1
15042,1
13224,0
24157,1
11697,0
21502,0
6604,1
6446,1
14117,0
191,0
12159,0
4416,0
10958,0
12484,0
209,0
21884,0
22475,0
12206,0
8991,1
3964,0
17793,1
9129,1
11037,0
23595,1
14562,1
10737,0
8633,1
10359,0
17821,1
16321,1
17254,1
13184,0
22457,0
1330,0
5370,1
17334,1
8675,1
18327,1
9239,1
3434,0
14683,1
2980,0
14017,0
17750,1
4669,0
13378,0
14059,0
22022,0
891,0
13724,0
24779,1
16241,1
17094,1
21507,0
18707,1
18127,1
21158,0
6812,1
8529,1
12354,0
24007,1
8662,1
21332,0
6797,1
18585,1
12482,0
18457,1
282,0
16173,1
13985,0
9092,1
24327,1
3196,0
24549,1
10872,0
16843,1
4111,0
434,0
6618,1
2515,0
19431,1
11684,0
838,0
1412,0
6467,1
3613,0
14934,1
23242,1
14593,1
3183,0
20509,1
17131,1
5413,1
21390,0
13154,0
1927,0
208,0
5973,1
18536,1
2103,0
21506,0
3877,0
18136,1
23222,1
21735,0
10711,0
2618,0
11764,0
5538,1
9994,0
3569,0
6608,1
17137,1
24650,1
11213,0
10554,0
1452,0
712,0
11042,0
10349,0
22746,0
19863,1
22122,0
17177,1
3950,0
1460,0
429,0
21188,0
8770,1
22667,0
6382,1
1942,0
17722,1
19776,1
13907,0
6334,1
17731,1
379,0
7540,1
13216,0
13543,0
15427,1
21450,0
9308,1
16118,1
20467,1
24227,1
17957,1
3925,0
15390,1
24050,1
21932,0
13943,0
7776,1
18375,1
21488,0
4505,0
7225,1
24051,1
1525,0
2625,0
13797,0
5864,1
12466,0
7818,1
12659,0
5537,1
102,0
15007,1
5670,1
6254,1
7779,1
11534,0
24996,1
22180,0
8754,1
18529,1
22747,0
23908,1
10810,0
13478,0
2533,0
21913,0
21348,0
128,0
10981,0
14616,1
17985,1
1421,0
3160,0
5493,1
22596,0
10778,0
7226,1
19505,1
21201,0
22574,0
2172,0
13364,0
13806,0
1331,0
15955,1
11188,0
9132,1
347,0
13916,0
11497,0
2261,0
15290,1
13717,0
5806,1
17638,1
13890,0
330,0
14754,1
10925,0
16982,1
4445,0
10213,0
6670,1
19588,1
10965,0
7159,1
1297,0
11039,0
14622,1
21723,0
10824,0
4808,0
925,0
16309,1
22589,0
23271,1
2975,0
10319,0
24062,1
12403,0
9073,1
1366,0
20591,1
17307,1
17276,1
21760,0
2541,0
4512,0
6387,1
24898,1
6134,1
24557,1
24764,1
15509,1
6348,1
18251,1
3599,0
17065,1
13869,0
996,0
8645,1
16806,1
17248,1
10745,0
17730,1
3195,0
18291,1
9366,1
13214,0
8802,1
13271,0
11411,0
8554,1
3066,0
6488,1
6833,1
3904,0
9884,0
10264,0
12496,0
12381,0
24617,1
15908,1
11720,0
3444,0
22404,0
992,0
11716,0
12654,0
8251,1
17896,1
21146,0
13682,0
6759,1
9255,1
10774,0
13151,0
7387,1
4352,0
21319,0
468,0
800,0
742,0
7269,1
733,0
6212,1
9468,1
10014,0
23577,1
4679,0
13942,0
24225,1
7608,1
7899,1
11706,0
23477,1
22459,0
24734,1
7609,1
21384,0
16311,1
17070,1
18615,1
1940,0
3557,0
5443,1
7227,1
10567,0
23441,1
23606,1
501,0
23904,1
8929,1
7261,1
980,0
24029,1
24701,1
21463,0
4607,0
17144,1
9042,1
24048,1
6628,1
4391,0
25013,1
6773,1
13331,0
13210,0
9009,1
2867,0
6273,1
20592,1
17080,1
24760,1
11412,0
10282,0
23593,1
5564,1
13776,0
23426,1
113,0
10623,0
18525,1
4680,0
4071,0
16090,1
15446,1
4014,0
1270,0
19907,1
1016,0
24600,1
12247,0
18371,1
7988,1
2063,0
926,0
4534,0
24852,1
9126,1
373,0
9007,1
24200,1
21224,0
4092,0
23395,1
15014,1
5532,1
2204,0
4404,0
7234,1
11496,0
3486,0
1375,0
18288,1
13771,0
7407,1
19397,1
15504,1
945,0
15372,1
24364,1
23512,1
15978,1
536,0
10107,0
18681,1
16210,1
5992,1
10652,0
19229,1
14930,1
19544,1
22058,0
8105,1
6033,1
23125,1
5485,1
13758,0
11540,0
1037,0
23956,1
7046,1
9108,1
5439,1
15071,1
13390,0
6054,1
2648,0
18472,1
2433,0
16061,1
820,0
7176,1
2091,0
4557,0
10840,0
33,0
24838,1
12486,0
19786,1
19400,1
730,0
12263,0
21501,0
14021,0
11408,0
3680,0
17029,1
6211,1
24290,1
470,0
6768,1
6127,1
18501,1
17771,1
10678,0
695,0
19978,1
24914,1
726,0
16037,1
18753,1
23287,1
4548,0
18319,1
12394,0
16072,1
13159,0
2925,0
7630,1
18622,1
17897,1
9130,1
11529,0
7446,1
13514,0
290,0
3051,0
14108,0
5434,1
9414,1
13909,0
3999,0
8502,1
7587,1
10044,0
194,0
1262,0
15531,1
8070,1
295,0
5650,1
16281,1
11750,0
5494,1
19994,1
11596,0
3080,0
7440,1
8878,1
757,0
19889,1
2688,0
17803,1
19853,1
13262,0
24983,1
5682,1
6250,1
7457,1
3127,0
23154,1
10278,0
2524,0
23146,1
13669,0
3017,0
20613,1
21446,0
16231,1
18039,1
1264,0
14712,1
15432,1
13230,0
18462,1
7194,1
12432,0
9201,1
10956,0
1020,0
24215,1
11544,0
24703,1
3176,0
7907,1
21851,0
6350,1
20003,1
20562,1
9430,1
136,0
3348,0
1237,0
24115,1
23296,1
6461,1
19257,1
17980,1
20446,1
8738,1
14646,1
10279,0
7989,1
10641,0
15368,1
8618,1
3514,0
12415,0
7888,1
2093,0
1395,0
21421,0
9863,0
24239,1
3550,0
17815,1
1290,0
24622,1
10168,0
2253,0
1534,0
6448,1
15402,1
8593,1
11090,0
18521,1
7598,1
99,0
22145,0
2680,0
3866,0
9340,1
19483,1
14896,1
19941,1
2151,0
21503,0
15552,1
2039,0
9068,1
9214,1
10659,0
21512,0
4566,0
12527,0
12675,0
5348,1
16176,1
107,0
18636,1
5566,1
2051,0
8099,1
8758,1
8603,1
17684,1
14122,0
24060,1
10594,0
15305,1
15919,1
18433,1
15517,1
22132,0
14517,1
7628,1
13951,0
13236,0
24658,1
22629,0
14626,1
18805,1
16326,1
14134,0
11202,0
6672,1
15458,1
13446,0
6751,1
2861,0
24502,1
8676,1
2546,0
8743,1
4545,0
24987,1
902,0
3658,0
23573,1
8960,1
331,0
21441,0
10118,0
15164,1
3604,0
10277,0
958,0
19783,1
21458,0
17454,1
20611,1
7156,1
15262,1
3043,0
12197,0
14679,1
20515,1
23566,1
10372,0
18392,1
3147,0
7626,1
19735,1
21285,0
10083,0
398,0
24909,1
8497,1
1317,0
18428,1
259,0
8684,1
916,0
23239,1
18380,1
6598,1
4719,0
19965,1
25017,1
5389,1
7354,1
6208,1
19802,1
10996,0
17010,1
16116,1
8597,1
20444,1
13483,0
22639,0
19862,1
328,0
21397,0
24366,1
22598,0
20590,1
19883,1
15394,1
4099,0
17884,1
3371,0
22632,0
23396,1
3967,0
5885,1
10549,0
3883,0
8293,1
20425,1
7076,1
8516,1
22186,0
2573,0
7276,1
19482,1
23528,1
16234,1
24021,1
11177,0
21779,0
21511,0
10260,0
3691,0
10169,0
21918,0
5641,1
3093,0
1028,0
9054,1
21951,0
462,0
16154,1
12111,0
16379,1
21328,0
17160,1
24806,1
3002,0
20506,1
24885,1
7191,1
12491,0
13453,0
3374,0
9143,1
8211,1
13870,0
11089,0
24823,1
713,0
8630,1
567,0
17255,1
2941,0
24243,1
7249,1
6343,1
8143,1
21268,0
4798,0
15524,1
7342,1
2194,0
6476,1
17851,1
6360,1
14743,1
9997,0
3867,0
1549,0
